#融资时间,融资公司,公司的种类,融资的轮次,公司地址,融资金额, 投资方（以空格分割),链接
2016.6.12,虾米厨房,本地生活,Pre-A轮,江苏,1000万人民币,投资方未透露,https://www.itjuzi.com/investevents/17711
2016.6.12,简账,企业服务,天使轮,四川,100万人民币,投资方未透露,https://www.itjuzi.com/investevents/17705
2016.6.12,WiTown树熊网络,企业服务,B轮,浙江,2亿人民币,联建光电 德塔资本,https://www.itjuzi.com/investevents/17695
2016.6.10,51Talk无忧英语,教育,IPO上市,北京,4560万美元,投资方未透露,https://www.itjuzi.com/investevents/17655
2016.6.10,朝阳永续,金融,战略投资,上海,2.5亿人民币,蚂蚁金服(阿里巴巴),https://www.itjuzi.com/investevents/17651
2016.6.9,超级阿姨,本地生活,Pre-A轮,北京,600万人民币,深圳恒裕,https://www.itjuzi.com/investevents/17683
2016.6.9,启派搞手,本地生活,种子轮,广东,数百万人民币,投资方未透露,https://www.itjuzi.com/investevents/17653
2016.6.8,星发布,文化娱乐,Pre-A轮,北京,550万人民币,清华启迪,https://www.itjuzi.com/investevents/17728
2016.6.8,随诊医生-维动维康,医疗健康,A轮,北京,3000万人民币,投资方未透露,https://www.itjuzi.com/investevents/17726
2016.6.8,火图科技,企业服务,A轮,浙江,5000万人民币,华睿投资 绩优资本,https://www.itjuzi.com/investevents/17714
2016.6.8,LocationHunter秘境,本地生活,天使轮,北京,数百万人民币,黑蝶资本,https://www.itjuzi.com/investevents/17684
2016.6.8,京北金融(京北众筹),金融,A轮,北京,3000万人民币,考拉产业基金(拉卡拉),https://www.itjuzi.com/investevents/17628
2016.6.8,HanSight瀚思,企业服务,A轮,北京,3000万人民币,Cybernaut赛伯乐投资 恒宝股份 南京高科,https://www.itjuzi.com/investevents/17627
2016.6.8,起步学车网,汽车交通,天使轮,河北,1000万人民币,投资方未透露,https://www.itjuzi.com/investevents/17626
2016.6.8,递易智能,物流,Pre-A轮,上海,数千万人民币,邦明资本,https://www.itjuzi.com/investevents/17625
2016.6.8,MorningTec晨之科,游戏,C轮,上海,6000万人民币,上实集团文化产业投资基金,https://www.itjuzi.com/investevents/17613
2016.6.8,密扇,电子商务,Pre-A轮,浙江,数千万人民币,Crystal Stream清流资本,https://www.itjuzi.com/investevents/17603
2016.6.7,逆袭学院APP,体育运动,Pre-A轮,浙江,600万人民币,银杏谷资本 娱乐工场,https://www.itjuzi.com/investevents/17600
2016.6.7,天地汇,物流,B轮,上海,未透露,鸿沛资本,https://www.itjuzi.com/investevents/17599
2016.6.7,图途户外,体育运动,B轮,福建,数千万美元,中华开发资本,https://www.itjuzi.com/investevents/17595
2016.6.7,云书网络,电子商务,Pre-A轮,浙江,800万人民币,投资方未透露,https://www.itjuzi.com/investevents/17589
2016.6.6,中搜搜悦,工具软件,A轮,北京,5000万人民币,IDG资本,https://www.itjuzi.com/investevents/17811
2016.6.6,领鲜金融,金融,A轮,广东,数千万人民币,玖创资本 唯猎资本 玖富,https://www.itjuzi.com/investevents/17588
2016.6.6,易车商城(易车网),汽车交通,战略投资,北京,3亿美元,腾讯 百度 京东,https://www.itjuzi.com/investevents/17577
2016.6.6,易港金融,汽车交通,A轮,浙江,6000万人民币,链动投资,https://www.itjuzi.com/investevents/17575
2016.6.6,美业邦科技,本地生活,A+轮,北京,数千万人民币,投资方未透露,https://www.itjuzi.com/investevents/17574
2016.6.6,笨熊造饭,本地生活,A轮,北京,数千万人民币,投资方未透露,https://www.itjuzi.com/investevents/17573
2016.6.6,神州光大,企业服务,A轮,北京,3600万人民币,同创伟业 凯盈资本,https://www.itjuzi.com/investevents/17572
2016.6.6,集群车宝,汽车交通,A轮,广东,亿元及以上人民币,尚心资本Shining Capital Management 贝恩资本BainCapital,https://www.itjuzi.com/investevents/17571
2016.6.6,草根投资网,金融,B轮,浙江,10亿人民币,广州基金,https://www.itjuzi.com/investevents/17568
2016.6.6,七公里,电子商务,A轮,陕西,500万美元,启明创投 真顺基金,https://www.itjuzi.com/investevents/17559
2016.6.6,掌柜攻略(勺子课堂),文化娱乐,Pre-A轮,北京,1000万人民币,投资方未透露,https://www.itjuzi.com/investevents/17554
2016.6.4,云片网络,企业服务,A轮,浙江,1000万人民币,创东方投资,https://www.itjuzi.com/investevents/18164
2016.6.4,爱员工,企业服务,Pre-A轮,广东,6000万人民币,启赋资本 中国风险投资 易一天使,https://www.itjuzi.com/investevents/17563
2016.6.4,美菜网,电子商务,D轮,北京,2亿美元,投资方未透露,https://www.itjuzi.com/investevents/17535
2016.6.3,有造熠影业,文化娱乐,A轮,上海,数千万人民币,58同城,https://www.itjuzi.com/investevents/18156
2016.6.3,Threatbook微步在线,企业服务,A轮,北京,3500万人民币,如山创投 北极光创投 华软投资,https://www.itjuzi.com/investevents/17583
2016.6.3,思派网络,医疗健康,B轮,北京,数千万美元,腾讯 斯道资本(富达亚洲) 中国平安(平安创新投),https://www.itjuzi.com/investevents/17561
2016.6.3,蜂联科技,硬件,B轮,广东,3亿人民币,投资方未透露,https://www.itjuzi.com/investevents/17528
2016.6.3,七煌TV,社交网络,B轮,上海,1亿人民币,东方富海 上海新文化传媒集团 联创博瑞文化产业并购基金,https://www.itjuzi.com/investevents/17521
2016.6.3,必去科技,旅游,A轮,北京,数千万人民币,美团(新美大),https://www.itjuzi.com/investevents/17517
2016.6.3,旧爱,电子商务,天使轮,北京,3000万人民币,乐视网,https://www.itjuzi.com/investevents/17512
2016.6.3,学吧课堂,教育,A轮,北京,2000万人民币,创新工场,https://www.itjuzi.com/investevents/17511
2016.6.3,依图科技,企业服务,B轮,上海,数千万美元,云锋基金,https://www.itjuzi.com/investevents/17510
2016.6.3,团贷网(光影侠),金融,C轮,广东,3.75亿人民币,投资方未透露,https://www.itjuzi.com/investevents/17508
2016.6.2,鲜花说,电子商务,A轮,广东,数千万人民币,嘉道谷投资(龚虹嘉) 英诺天使基金 华软投资,https://www.itjuzi.com/investevents/18194
2016.6.2,壹个网红网络,文化娱乐,天使轮,北京,数百万人民币,真格基金,https://www.itjuzi.com/investevents/17991
2016.6.2,IceKredit冰鉴科技,金融,Pre-A轮,上海,2000万人民币,投资方未透露,https://www.itjuzi.com/investevents/17586
2016.6.2,彩虹无线,汽车交通,A+轮,北京,数千万人民币,中南茂创投资 西藏融众投资 西征创新投资,https://www.itjuzi.com/investevents/17520
2016.6.2,苏宁云商,电子商务,IPO上市后,江苏,282.33亿人民币,阿里巴巴,https://www.itjuzi.com/investevents/17509
2016.6.2,有可能学院,教育,种子轮,北京,未透露,投资方未透露,https://www.itjuzi.com/investevents/17507
2016.6.2,互联星梦,游戏,天使轮,北京,800万人民币,达晨创投 掌趣创享基金,https://www.itjuzi.com/investevents/17496
2016.6.2,强森医疗,医疗健康,A轮,陕西,数千万人民币,君联资本 德晖资本,https://www.itjuzi.com/investevents/17495
2016.6.2,UG优极体育用品,体育运动,天使轮,北京,598万人民币,险峰长青(险峰华兴) 真格基金,https://www.itjuzi.com/investevents/17491
2016.6.2,肆客足球(肆客体育),体育运动,Pre-A轮,北京,5000万人民币,EMC媒体基金 飞马基金-飞马旅 真格基金 源渡创投 长石资本 去玩资本,https://www.itjuzi.com/investevents/17488
2016.6.2,Ablecloud智云奇点科技,硬件,A+轮,北京,数千万人民币,金沙江创投,https://www.itjuzi.com/investevents/17487
2016.6.2,锋时互动(微动Vidoo),硬件,A轮,北京,数千万人民币,上汽创投 如山创投,https://www.itjuzi.com/investevents/17486
2016.6.2,三维云,硬件,天使轮,福建,600万人民币,拉隆基金,https://www.itjuzi.com/investevents/17484
2016.6.2,影大人,金融,天使轮,北京,200万人民币,创梦创投,https://www.itjuzi.com/investevents/17482
2016.6.2,任游网-果范创想,旅游,A轮,四川,1500万人民币,联想创投集团(乐基金) 知初资本,https://www.itjuzi.com/investevents/17480
2016.6.2,四合传媒,广告营销,A轮,福建,5000万人民币,红移投资,https://www.itjuzi.com/investevents/17479
2016.6.2,传世科技,体育运动,天使轮,黑龙江,500万人民币,科力投资 哈尔滨创新投资 哈尔滨工业大学创新创业园,https://www.itjuzi.com/investevents/17477
2016.6.2,轻松筹,金融,B+轮,北京,2000万美元,腾讯 IDG资本 德同资本 同道资本,https://www.itjuzi.com/investevents/17471
2016.6.2,易途8(易途吧),旅游,A+轮,浙江,2153万人民币,顺融资本 悦途资本,https://www.itjuzi.com/investevents/17467
2016.6.2,uSens凌感科技,硬件,A轮,北京,2000万美元,复星昆仲 晨兴资本 麦星投资 达晨创投 东方富海 艾瑞资本(艾瑞) 九弦资本,https://www.itjuzi.com/investevents/15449
2016.6.1,小马快租,房产服务,种子轮,广东,300万人民币,投资方未透露,https://www.itjuzi.com/investevents/18278
2016.6.1,证优客,企业服务,天使轮,浙江,数百万人民币,银杏谷资本 如山资本,https://www.itjuzi.com/investevents/18254
2016.6.1,去耍网,本地生活,天使轮,北京,440万人民币,投资方未透露,https://www.itjuzi.com/investevents/18246
2016.6.1,LOCKet,企业服务,Pre-A轮,浙江,数千万人民币,星沅资本(星沅创投),https://www.itjuzi.com/investevents/18239
2016.6.1,准食到,本地生活,天使轮,云南,100万人民币,投资方未透露,https://www.itjuzi.com/investevents/18172
2016.6.1,合盘贷(合盘金融),金融,A轮,上海,6600万人民币,众诚资本,https://www.itjuzi.com/investevents/17582
2016.6.1,盈创上门回收帮到家,本地生活,A轮,北京,1500万美元,富兰克林邓普顿Franklin Templeton,https://www.itjuzi.com/investevents/17549
2016.6.1,嘀嘀虎(广联赛讯),汽车交通,A轮,广东,1.5亿人民币,投资方未透露,https://www.itjuzi.com/investevents/17465
2016.6.1,中译语通,企业服务,B轮,北京,2.5亿人民币,海通创意资本 中国图书进出口(集团)总公司 上海新华发行集团有限公司 智德投资 朝乾投资,https://www.itjuzi.com/investevents/17451
2016.6.1,即有分期(达飞金融),金融,B轮,广东,亿元及以上人民币,安赐资本,https://www.itjuzi.com/investevents/17442
2016.6.1,选师无忧,教育,A轮,广东,6000万人民币,金葵花资本,https://www.itjuzi.com/investevents/17434
2016.6.1,聚橙网,文化娱乐,F轮-上市前,广东,亿元及以上人民币,海通开元 九弦资本 建发股份 温氏投资,https://www.itjuzi.com/investevents/17431
2016.6.1,Blued淡蓝网,社交网络,C轮,北京,亿元及以上人民币,嘉御基金 银泰资本Ventech 贝塔斯曼亚洲投资基金 DCM中国 中手游 香港新世界集团,https://www.itjuzi.com/investevents/17422
2016.6.1,轻松学车,汽车交通,种子轮,广东,200万人民币,中资融投基金,https://www.itjuzi.com/investevents/17418
2016.5.31,拍拍酱,电子商务,天使轮,北京,数百万人民币,真格基金 光源资本 BitFund.PE比特基金李笑来,https://www.itjuzi.com/investevents/17992
2016.5.31,百年英才(高考管家),教育,A轮,北京,数千万人民币,投资方未透露,https://www.itjuzi.com/investevents/17581
2016.5.31,今日排行榜,文化娱乐,A轮,北京,数千万人民币,投资方未透露,https://www.itjuzi.com/investevents/17412
2016.5.31,Knowall云计算平台,企业服务,A轮,江苏,200万美元,AGEDIG,https://www.itjuzi.com/investevents/17408
2016.5.31,法帮帮,企业服务,天使轮,北京,未透露,华澍资本,https://www.itjuzi.com/investevents/17406
2016.5.31,咕咚网,医疗健康,C轮,四川,5000万美元,分众方源体育基金 软银中国 SIG海纳亚洲,https://www.itjuzi.com/investevents/17396
2016.5.31,桃桃喜,文化娱乐,天使轮,北京,数百万人民币,考拉产业基金(拉卡拉),https://www.itjuzi.com/investevents/17389
2016.5.31,货拉拉,物流,A+轮,广东,1000万美元,MindWorks Ventures概念资本 Crystal Stream清流资本 appWorks之初创投 Asia Plus,https://www.itjuzi.com/investevents/17376
2016.5.31,我是车主,汽车交通,天使轮,广东,数百万人民币,创新谷Innovalley,https://www.itjuzi.com/investevents/17369
2016.5.31,优麦医生,医疗健康,A轮,上海,数千万人民币,投资方未透露,https://www.itjuzi.com/investevents/17368
2016.5.31,甘草医生,医疗健康,A轮,浙江,数千万人民币,岩木草投资 鼎尼投资,https://www.itjuzi.com/investevents/17364
2016.5.31,猿题库,教育,D轮,北京,4000万美元,腾讯,https://www.itjuzi.com/investevents/17362
2016.5.30,EC营客通(六度人和),企业服务,C轮,广东,1.7亿人民币,麦达数字,https://www.itjuzi.com/investevents/17519
2016.5.30,淘当铺,金融,C轮,北京,数千万美元,京东,https://www.itjuzi.com/investevents/17359
2016.5.30,清能德创,企业服务,天使轮,北京,数百万人民币,启迪创投 西藏华霖创投,https://www.itjuzi.com/investevents/17358
2016.5.30,智慧豆,硬件,A轮,北京,数千万人民币,投资方未透露,https://www.itjuzi.com/investevents/17351
2016.5.30,魔秀科技,工具软件,新三板,北京,未透露,投资方未透露,https://www.itjuzi.com/investevents/17349
2016.5.30,速途网,文化娱乐,新三板,北京,未透露,投资方未透露,https://www.itjuzi.com/investevents/17340
2016.5.30,回收宝,电子商务,A轮,广东,1亿人民币,成为资本 中信资本,https://www.itjuzi.com/investevents/17333
2016.5.30,童办,电子商务,天使轮,北京,数百万人民币,Crystal Stream清流资本,https://www.itjuzi.com/investevents/17330
2016.5.30,米么金服-么么贷,金融,B轮,上海,数千万人民币,顺为基金 曦域资本,https://www.itjuzi.com/investevents/17323
2016.5.30,优食管家(水果管家),电子商务,B轮,北京,数千万人民币,投资方未透露,https://www.itjuzi.com/investevents/17319
2016.5.30,花+,电子商务,A轮,上海,7000万人民币,联创永宣 光合创投(光合基金) 远镜创投 和盟创投 国灏创投,https://www.itjuzi.com/investevents/17317
2016.5.30,抢先拍,金融,Pre-A轮,浙江,未透露,MFund魔量基金,https://www.itjuzi.com/investevents/17314
2016.5.29,医泰天下,医疗健康,天使轮,广东,数百万人民币,松禾资本,https://www.itjuzi.com/investevents/17674
2016.5.29,育儿问一问,医疗健康,Pre-A轮,江苏,1000万人民币,泽清资本 立诚创投,https://www.itjuzi.com/investevents/17316
2016.5.28,占心,文化娱乐,天使轮,广东,数百万人民币,投资方未透露,https://www.itjuzi.com/investevents/17348
2016.5.28,助家生活,本地生活,Pre-A轮,浙江,3000万人民币,投资方未透露,https://www.itjuzi.com/investevents/17332
2016.5.28,博德嘉联医生集团,医疗健康,天使轮,广东,数千万人民币,松禾资本,https://www.itjuzi.com/investevents/17328
2016.5.28,暴基枪手,文化娱乐,天使轮,浙江,数百万人民币,中科招商 集结号资本,https://www.itjuzi.com/investevents/17324
2016.5.28,慢客旅行,旅游,天使轮,湖北,数百万人民币,投资方未透露,https://www.itjuzi.com/investevents/17312
2016.5.27,99广场舞,文化娱乐,天使轮,北京,数百万人民币,梅花天使创投,https://www.itjuzi.com/investevents/17374
2016.5.27,柚紫养车,汽车交通,天使轮,上海,2000万人民币,盛山资本,https://www.itjuzi.com/investevents/17304
2016.5.27,典典养车-养车点点,汽车交通,D轮,浙江,数千万美元,Egarden Ventres,https://www.itjuzi.com/investevents/17299
2016.5.27,暴雪金融,金融,Pre-A轮,上海,数千万人民币,中科国嘉,https://www.itjuzi.com/investevents/17297
2016.5.26,FlowerPlus花+,电子商务,A轮,上海,7000万人民币,联创永宣 光合创投(光合基金) 远镜创投 国灏创投,https://www.itjuzi.com/investevents/17366
2016.5.26,快红包,企业服务,天使轮,北京,200万人民币,金种子创投 唐希勇,https://www.itjuzi.com/investevents/17290
2016.5.26,快捷快递,物流,A轮,上海,2.5亿人民币,上海精熠投资中心 上海德锌股权投资基金管理合伙企业 上海达顺创业投资中心,https://www.itjuzi.com/investevents/17289
2016.5.26,城市传奇,体育运动,Pre-A轮,北京,数千万人民币,联想之星 起源资本 原子创投 黑蝶资本,https://www.itjuzi.com/investevents/17288
2016.5.26,11Space,企业服务,Pre-A轮,北京,数百万人民币,清科创投,https://www.itjuzi.com/investevents/17284
2016.5.26,360好药,医疗健康,A轮,广东,1亿人民币,礼来亚洲基金 软银中国,https://www.itjuzi.com/investevents/17283
